group,ldpc_block,success,iterations,llr_min,llr_median_abs,llr_mean_abs,llr_max,hard_one_fraction
3,15,False,60,-40.30915853847193,40.00220825638736,39.95393611265845,40.195490439283056,0.42827868852459017
3,16,False,60,-40.313746506684744,40.006499671010886,39.95530224417068,40.21256286555516,0.4426229508196721
3,17,False,60,-40.29593310906963,40.00750094501119,39.95472549652707,40.22920885220359,0.42691256830601093
3,18,False,60,-40.30497187581472,40.0048517481538,39.95516744307691,40.19592483850055,0.42691256830601093
3,19,False,60,-40.29776336747517,40.006049695005345,39.95542961471074,40.23774824459714,0.44603825136612024
3,20,False,60,-40.29024397723532,40.00536762649625,39.953128839429084,40.24091807070454,0.42349726775956287
3,21,False,60,-40.296941939719375,40.00561474493256,39.95547159582377,40.20808670808226,0.4412568306010929
3,22,False,60,-40.27251953654138,40.004158142301634,39.95472375334753,40.20533076085089,0.43579234972677594
3,23,False,60,-40.306939643467764,40.006160335076956,39.9539419288518,40.23063140948371,0.43169398907103823
3,24,False,60,-40.31765559386077,40.0044896631244,39.9554381003299,40.19843649512216,0.4385245901639344
3,25,False,60,-40.302940588539386,40.00620607621481,39.95563393710995,40.21165467164583,0.42691256830601093
3,26,False,60,-40.290894151559314,40.00688649978652,39.95361153366346,40.227336933411095,0.43101092896174864
3,27,False,60,-40.2866499813415,40.00648174638556,39.95338534108617,40.20935861498275,0.421448087431694
3,28,False,60,-40.28946482908747,40.007383146666,39.95553870917907,40.236058617952814,0.44193989071038253
3,29,False,60,-40.317437537389765,40.00284314442888,39.952660155796245,40.23246023629911,0.430327868852459
3,30,False,60,-40.27324842231363,40.005703838281555,39.953871048999694,40.2295763226982,0.4228142076502732
3,31,False,60,-40.32136172044256,40.00663788184036,39.95496049703107,40.222396945582396,0.44193989071038253
3,32,False,60,-40.276619120385206,40.00394771458164,39.953096293356595,40.19675054919221,0.40915300546448086
3,33,False,60,-40.293356743071456,40.00598010302504,39.9540849686282,40.189952767098696,0.4255464480874317
3,34,False,60,-40.321964532122806,40.00809933740209,39.95556436831341,40.23139472388595,0.43579234972677594
3,35,False,60,-40.30115615420996,40.00013033447043,39.95300883911827,40.221260886158994,0.42418032786885246
4,1,False,60,-40.24499912778194,40.003044236252265,39.942569764454475,40.204704907149434,0.4262295081967213
4,2,False,60,-40.26260908146541,40.00196484789303,39.94377372339795,40.204898368715355,0.42418032786885246
4,3,False,60,-40.268643352198346,40.00147288294116,39.94485688276464,40.21338759291833,0.43920765027322406
4,4,False,60,-40.24294839254844,39.997233293137405,39.94419686817894,40.228993681770014,0.4173497267759563
4,5,False,60,-40.27177806401259,39.999792091663814,39.9448816236629,40.20524235709961,0.421448087431694
4,6,False,60,-40.268044293354414,39.99946214945757,39.94320765030876,40.21262773530828,0.4323770491803279
4,7,False,60,-40.25249496937133,39.999475248851084,39.943469654308494,40.215760945563126,0.4228142076502732
4,8,False,60,-40.23375937355276,39.99471001993332,39.9424819836135,40.20064954000576,0.421448087431694
4,9,False,60,-40.261988360694,39.995050996854495,39.943715366009364,40.228976915795954,0.4344262295081967
4,10,False,60,-40.23923299497944,40.000108563725604,39.94407696734428,40.220851878160325,0.4385245901639344
4,11,False,60,-40.27272791188793,40.00088336053174,39.94498729568151,40.20437777882082,0.44193989071038253
4,12,False,60,-40.25793118583394,39.99682337723363,39.94285547652942,40.212800924558984,0.43169398907103823
4,13,False,60,-40.25201819073147,40.001165833422604,39.94464281316963,40.22392529489637,0.42827868852459017
4,14,False,60,-40.26777139248577,39.997502856917635,39.94420913057438,40.20753476709586,0.4228142076502732
4,15,False,60,-40.27044419526289,39.99707050960731,39.94255565753422,40.21223163037372,0.44808743169398907
4,16,False,60,-40.243741461374576,40.001096313358346,39.94411947174068,40.20773517486089,0.42213114754098363
4,17,False,60,-40.27042141429735,40.00047620986366,39.94447184786379,40.21779961303885,0.421448087431694
4,18,False,60,-40.271155417294175,40.00295475413674,39.946935571522275,40.209380504491016,0.4521857923497268
